x_mm,y_mm,thickness_mm
4.0000,7.0000,0.0000
3.9000,7.0000,0.0000
3.8000,7.0000,0.0000
3.7000,7.0000,0.0000
3.6000,7.0000,0.0000
3.5000,7.0000,0.0000
3.4000,7.0000,0.0000
3.3000,7.0000,0.0000
3.2000,7.0000,0.0000
3.1000,7.0000,0.0000
3.0000,7.0000,0.0000
2.9000,7.0000,0.0000
2.8000,7.0000,0.0000
2.7000,7.0000,0.0000
2.6000,7.0000,0.0000
2.5000,7.0000,0.0000
2.4000,7.0000,0.0000
2.3000,7.0000,0.0000
2.2000,7.0000,0.0000
2.1000,7.0000,0.0000
2.0000,7.0000,0.0000
1.9000,7.0000,0.0000
1.8000,7.0000,0.0000
1.7000,7.0000,0.0000
1.6000,7.0000,0.0000
1.5000,7.0000,0.0000
1.4000,7.0000,0.0000
1.3000,7.0000,0.0000
1.2000,7.0000,0.0000
1.1000,7.0000,0.0000
1.0000,7.0000,0.0000
0.9000,7.0000,0.0000
0.8000,7.0000,0.0000
0.7000,7.0000,0.0000
0.6000,7.0000,0.0000
0.5000,7.0000,0.0000
0.4000,7.0000,0.0000
0.3000,7.0000,0.0000
0.2000,7.0000,0.0000
0.1000,7.0000,0.0000
0.0000,7.0000,0.0000
0.1000,8.0000,0.2438
0.2000,8.0000,0.0000
0.3000,8.0000,0.0000
0.4000,8.0000,0.0000
0.5000,8.0000,0.0861
0.6000,8.0000,0.0861
0.7000,8.0000,0.0000
0.8000,8.0000,0.0000
0.9000,8.0000,0.0861
1.0000,8.0000,0.0861
1.1000,8.0000,0.0861
1.2000,8.0000,0.0861
1.3000,8.0000,0.0000
1.4000,8.0000,0.0000
1.5000,8.0000,0.0000
1.6000,8.0000,0.0000
1.7000,8.0000,0.0000
1.8000,8.0000,0.0000
1.9000,8.0000,0.0000
2.0000,8.0000,0.0000
2.1000,8.0000,0.0000
2.2000,8.0000,0.0000
2.3000,8.0000,0.0000
2.4000,8.0000,0.0000
2.5000,8.0000,0.0000
2.6000,8.0000,0.0000
2.7000,8.0000,0.0000
2.8000,8.0000,0.0000
2.9000,8.0000,0.0000
3.0000,8.0000,0.0000
3.1000,8.0000,0.0000
3.2000,8.0000,0.0000
3.3000,8.0000,0.0000
3.4000,8.0000,0.0000
3.5000,8.0000,0.0000
3.6000,8.0000,0.0000
3.7000,8.0000,0.0000
3.8000,8.0000,0.0000
3.9000,8.0000,0.0000
4.0000,8.0000,0.0861
4.1000,8.0000,0.0000
4.2000,8.0000,0.0000
4.3000,8.0000,0.0000
4.4000,8.0000,0.0000
4.5000,8.0000,0.0000
4.6000,8.0000,0.0000
4.7000,8.0000,0.0000
4.8000,8.0000,0.0000
4.9000,8.0000,0.0861
5.0000,8.0000,0.0861
5.1000,8.0000,0.5591
5.2000,8.0000,0.8745
5.3000,8.0000,NaN
5.4000,8.0000,NaN
5.5000,8.0000,NaN
5.6000,8.0000,NaN
5.7000,8.0000,NaN
5.8000,8.0000,NaN
5.9000,8.0000,NaN
6.0000,8.0000,NaN
6.1000,8.0000,7.6544
6.2000,8.0000,8.2851
6.3000,8.0000,9.2312
6.4000,8.0000,9.3888
6.5000,8.0000,9.5465
6.6000,8.0000,9.7042
6.7000,8.0000,9.8618
6.8000,8.0000,10.0195
6.9000,8.0000,10.1772
7.0000,8.0000,10.0195
7.1000,8.0000,10.0195
7.2000,8.0000,10.1772
7.3000,8.0000,9.8618
7.4000,8.0000,10.0195
7.5000,8.0000,10.1772
7.6000,8.0000,9.8618
7.7000,8.0000,9.7042
7.8000,8.0000,9.8618
7.9000,8.0000,10.0195
8.0000,8.0000,10.0195
8.1000,8.0000,9.8618
8.2000,8.0000,10.0195
8.3000,8.0000,9.8618
8.4000,8.0000,9.8618
8.5000,8.0000,10.0195
8.6000,8.0000,10.0195
8.7000,8.0000,10.0195
8.8000,8.0000,9.8618
8.9000,8.0000,9.8618
9.0000,8.0000,9.8618
9.1000,8.0000,9.8618
9.2000,8.0000,9.8618
9.3000,8.0000,10.0195
9.4000,8.0000,9.8618
9.5000,8.0000,9.8618
9.6000,8.0000,10.0195
9.7000,8.0000,10.0195
9.8000,8.0000,10.1772
9.9000,8.0000,10.0195
10.0000,8.0000,9.7042
10.1000,8.0000,10.0195
10.2000,8.0000,10.0195
10.3000,8.0000,9.8618
10.4000,8.0000,10.0195
10.5000,8.0000,10.0195
10.6000,8.0000,10.0195
10.7000,8.0000,9.8618
10.8000,8.0000,10.1772
10.9000,8.0000,9.8618
11.0000,8.0000,10.0195
11.1000,8.0000,10.0195
11.2000,8.0000,10.0195
11.3000,8.0000,10.0195
11.4000,8.0000,9.7042
11.5000,8.0000,9.8618
11.6000,8.0000,9.8618
11.7000,8.0000,9.8618
11.8000,8.0000,10.1772
11.9000,8.0000,10.1772
12.0000,8.0000,9.8618
12.1000,8.0000,10.0195
12.2000,8.0000,10.0195
12.3000,8.0000,10.0195
12.4000,8.0000,9.8618
12.5000,8.0000,10.0195
12.6000,8.0000,10.0195
12.7000,8.0000,9.8618
12.8000,8.0000,9.7042
12.9000,8.0000,9.8618
13.0000,8.0000,9.8618
13.1000,8.0000,10.0195
13.2000,8.0000,10.0195
13.3000,8.0000,9.8618
13.4000,8.0000,10.0195
13.5000,8.0000,10.0195
13.6000,8.0000,9.8618
13.7000,8.0000,10.0195
13.8000,8.0000,10.0195
13.9000,8.0000,10.0195
14.0000,8.0000,10.0195
14.1000,8.0000,9.5465
14.2000,8.0000,9.8618
14.3000,8.0000,10.0195
14.4000,8.0000,10.0195
14.5000,8.0000,9.8618
14.6000,8.0000,10.0195
14.7000,8.0000,10.0195
14.8000,8.0000,10.0195
14.9000,8.0000,10.0195
15.0000,8.0000,9.8618
15.1000,8.0000,9.8618
15.2000,8.0000,9.8618
15.3000,8.0000,10.1772
15.4000,8.0000,9.5465
15.5000,8.0000,10.0195
15.6000,8.0000,10.0195
15.7000,8.0000,10.0195
15.8000,8.0000,9.8618
15.9000,8.0000,10.0195
16.0000,8.0000,10.1772
16.1000,8.0000,10.3349
16.2000,8.0000,10.3349
16.3000,8.0000,10.1772
16.4000,8.0000,10.4925
16.5000,8.0000,0.0000
16.6000,8.0000,0.0000
16.7000,8.0000,0.0000
16.8000,8.0000,0.0000
16.9000,8.0000,0.0000
17.0000,8.0000,0.0000
17.1000,8.0000,0.0000
17.2000,8.0000,0.0000
17.3000,8.0000,0.0000
17.4000,8.0000,0.0000
17.5000,8.0000,0.0000
17.6000,8.0000,0.0000
17.7000,8.0000,0.0000
17.8000,8.0000,0.0000
17.9000,8.0000,0.0000
18.0000,8.0000,0.0000
18.1000,8.0000,0.0000
18.2000,8.0000,0.0000
18.3000,8.0000,0.0000
18.4000,8.0000,0.0000
18.5000,8.0000,0.0000
18.6000,8.0000,0.0000
18.7000,8.0000,0.0000
18.8000,8.0000,0.0000
18.9000,8.0000,0.0000
19.0000,8.0000,0.0000
19.1000,8.0000,0.0000
19.2000,8.0000,0.0000
19.3000,8.0000,0.0000
19.4000,8.0000,0.0000
19.5000,8.0000,0.0000
19.6000,8.0000,0.0000
19.7000,8.0000,0.0000
19.8000,8.0000,0.0000
19.9000,8.0000,0.0000
20.0000,8.0000,0.0000
20.1000,8.0000,0.0000
20.2000,8.0000,0.0000
20.3000,8.0000,0.0000
20.4000,8.0000,0.0000
20.5000,8.0000,0.0000
20.6000,8.0000,0.0000
20.7000,8.0000,0.0000
20.8000,8.0000,0.0000
20.9000,8.0000,0.0000
21.0000,8.0000,0.0000
21.1000,8.0000,0.0000
21.2000,8.0000,0.0000
21.3000,8.0000,0.0000
21.4000,8.0000,0.0000
21.5000,8.0000,0.0000
21.6000,8.0000,0.0000
21.7000,8.0000,0.0000
21.8000,8.0000,0.0000
21.9000,8.0000,0.0000
22.0000,8.0000,0.0000
22.1000,8.0000,0.0000
22.2000,8.0000,0.0000
22.3000,8.0000,0.0000
22.4000,8.0000,0.0000
22.5000,8.0000,0.0000
22.6000,8.0000,0.0000
22.7000,8.0000,0.0000
22.8000,8.0000,0.0000
22.9000,8.0000,0.0000
23.0000,8.0000,0.0000
23.1000,8.0000,0.0000
23.2000,8.0000,0.0000
23.3000,8.0000,0.0000
23.4000,8.0000,0.0000
23.5000,8.0000,0.0000
23.6000,8.0000,0.0000
23.7000,8.0000,0.0000
23.8000,8.0000,0.0000
23.9000,8.0000,0.0000
24.0000,8.0000,0.0000
24.1000,8.0000,0.0000
24.2000,8.0000,0.0000
24.3000,8.0000,0.0000
24.4000,8.0000,0.0000
24.5000,8.0000,0.0000
24.6000,8.0000,0.0000
24.7000,8.0000,0.0000
24.8000,8.0000,0.0000
24.9000,8.0000,0.0000
25.0000,8.0000,0.0000
25.1000,8.0000,0.0000
25.2000,8.0000,0.0000
25.3000,8.0000,0.0000
25.4000,8.0000,0.0000
25.5000,8.0000,0.0000
25.6000,8.0000,0.0000
25.7000,8.0000,0.0000
25.8000,8.0000,0.0000
25.9000,8.0000,0.0000
26.0000,8.0000,0.0000
26.1000,8.0000,0.0000
26.2000,8.0000,0.0000
26.3000,8.0000,0.0000
26.4000,8.0000,0.0000
26.5000,8.0000,0.0000
26.6000,8.0000,0.0000
26.7000,8.0000,0.0000
26.8000,8.0000,0.0000
26.9000,8.0000,0.0000
27.0000,8.0000,0.0000
27.1000,8.0000,0.0000
27.2000,8.0000,0.0000
27.3000,8.0000,0.0000
27.4000,8.0000,0.0000
27.5000,8.0000,0.0000
27.6000,8.0000,0.0000
27.7000,8.0000,0.0000
27.8000,8.0000,0.0000
27.9000,8.0000,0.0000
28.0000,8.0000,0.0000
28.1000,8.0000,0.0000
28.2000,8.0000,0.0000
28.3000,8.0000,0.0000
28.4000,8.0000,0.0000
28.5000,8.0000,0.0000
28.6000,8.0000,0.0000
28.7000,8.0000,0.0000
28.8000,8.0000,0.0000
28.9000,8.0000,0.0000
29.0000,8.0000,0.0000
29.1000,8.0000,0.0000
29.2000,8.0000,0.0000
29.3000,8.0000,0.0000
29.4000,8.0000,0.0000
29.5000,8.0000,0.0000
29.6000,8.0000,0.0000
29.7000,8.0000,0.0000
29.8000,8.0000,0.0000
29.9000,8.0000,0.0000
30.0000,8.0000,0.0000
29.9000,9.0000,0.0000
29.8000,9.0000,0.0000
29.7000,9.0000,0.0000
29.6000,9.0000,0.0000
29.5000,9.0000,0.0861
29.4000,9.0000,0.0000
29.3000,9.0000,0.0000
29.2000,9.0000,0.0000
29.1000,9.0000,0.0000
29.0000,9.0000,0.0000
28.9000,9.0000,0.0000
28.8000,9.0000,0.0000
28.7000,9.0000,0.0000
28.6000,9.0000,0.0000
28.5000,9.0000,0.0000
28.4000,9.0000,0.0000
28.3000,9.0000,0.0000
28.2000,9.0000,0.0000
28.1000,9.0000,0.0000
28.0000,9.0000,0.0000
27.9000,9.0000,0.0000
27.8000,9.0000,0.0000
27.7000,9.0000,0.0000
27.6000,9.0000,0.0000
27.5000,9.0000,0.0000
27.4000,9.0000,0.0000
27.3000,9.0000,0.0000
27.2000,9.0000,0.0000
27.1000,9.0000,0.0000
27.0000,9.0000,0.0000
26.9000,9.0000,0.0000
26.8000,9.0000,0.0000
26.7000,9.0000,0.0000
26.6000,9.0000,0.0000
26.5000,9.0000,0.0000
26.4000,9.0000,0.0000
26.3000,9.0000,0.0000
26.2000,9.0000,0.0000
26.1000,9.0000,0.0000
26.0000,9.0000,0.0000
25.9000,9.0000,0.0000
25.8000,9.0000,0.0000
25.7000,9.0000,0.0000
25.6000,9.0000,0.0000
25.5000,9.0000,0.0000
25.4000,9.0000,0.0000
25.3000,9.0000,0.0000
25.2000,9.0000,0.0000
25.1000,9.0000,0.0000
25.0000,9.0000,0.0000
24.9000,9.0000,0.0000
24.8000,9.0000,0.0000
24.7000,9.0000,0.0000
24.6000,9.0000,0.0000
24.5000,9.0000,0.0000
24.4000,9.0000,0.0000
24.3000,9.0000,0.0000
24.2000,9.0000,0.0000
24.1000,9.0000,0.0000
24.0000,9.0000,0.0000
23.9000,9.0000,0.0000
23.8000,9.0000,0.0000
23.7000,9.0000,0.0000
23.6000,9.0000,0.0000
23.5000,9.0000,0.0000
23.4000,9.0000,0.0000
23.3000,9.0000,0.0000
23.2000,9.0000,0.0000
23.1000,9.0000,0.0000
23.0000,9.0000,0.0000
22.9000,9.0000,0.0000
22.8000,9.0000,0.0000
22.7000,9.0000,0.0000
22.6000,9.0000,0.0000
22.5000,9.0000,0.0000
22.4000,9.0000,0.0000
22.3000,9.0000,0.0000
22.2000,9.0000,0.0000
22.1000,9.0000,0.0000
22.0000,9.0000,0.0000
21.9000,9.0000,0.0000
21.8000,9.0000,0.0000
21.7000,9.0000,0.0000
21.6000,9.0000,0.0000
21.5000,9.0000,0.0000
21.4000,9.0000,0.0000
21.3000,9.0000,0.0000
21.2000,9.0000,0.0000
21.1000,9.0000,0.0000
21.0000,9.0000,0.0000
20.9000,9.0000,0.0000
20.8000,9.0000,0.0000
20.7000,9.0000,0.0000
20.6000,9.0000,0.0000
20.5000,9.0000,0.0000
20.4000,9.0000,0.0000
20.3000,9.0000,0.0000
20.2000,9.0000,0.0000
20.1000,9.0000,0.0000
20.0000,9.0000,0.0000
19.9000,9.0000,0.0000
19.8000,9.0000,0.0000
19.7000,9.0000,0.0000
19.6000,9.0000,0.0000
19.5000,9.0000,0.0000
19.4000,9.0000,0.0000
19.3000,9.0000,0.0000
19.2000,9.0000,0.0000
19.1000,9.0000,0.0000
19.0000,9.0000,0.0000
18.9000,9.0000,0.0000
18.8000,9.0000,0.0000
18.7000,9.0000,0.0000
18.6000,9.0000,0.0000
18.5000,9.0000,0.0000
18.4000,9.0000,0.0000
18.3000,9.0000,0.0000
18.2000,9.0000,0.0000
18.1000,9.0000,0.0000
18.0000,9.0000,0.0000
17.9000,9.0000,0.0000
17.8000,9.0000,0.0000
17.7000,9.0000,0.0000
17.6000,9.0000,0.0000
17.5000,9.0000,0.0000
17.4000,9.0000,0.0000
17.3000,9.0000,0.0000
17.2000,9.0000,0.0000
17.1000,9.0000,0.0000
17.0000,9.0000,0.0000
16.9000,9.0000,0.0000
16.8000,9.0000,0.0000
16.7000,9.0000,0.0000
16.6000,9.0000,0.0000
16.5000,9.0000,0.0000
16.4000,9.0000,10.4925
16.3000,9.0000,10.1772
16.2000,9.0000,10.4925
16.1000,9.0000,10.3349
16.0000,9.0000,10.0195
15.9000,9.0000,10.0195
15.8000,9.0000,10.0195
15.7000,9.0000,9.7042
15.6000,9.0000,9.8618
15.5000,9.0000,10.0195
15.4000,9.0000,10.0195
15.3000,9.0000,9.8618
15.2000,9.0000,10.0195
15.1000,9.0000,9.8618
15.0000,9.0000,9.7042
14.9000,9.0000,9.8618
14.8000,9.0000,10.1772
14.7000,9.0000,10.0195
14.6000,9.0000,10.0195
14.5000,9.0000,9.8618
14.4000,9.0000,9.8618
14.3000,9.0000,9.8618
14.2000,9.0000,10.1772
14.1000,9.0000,9.8618
14.0000,9.0000,10.0195
13.9000,9.0000,10.0195
13.8000,9.0000,10.0195
13.7000,9.0000,9.8618
13.6000,9.0000,10.0195
13.5000,9.0000,10.0195
13.4000,9.0000,9.8618
13.3000,9.0000,9.8618
13.2000,9.0000,10.0195
13.1000,9.0000,9.8618
13.0000,9.0000,10.0195
12.9000,9.0000,9.5465
12.8000,9.0000,9.8618
12.7000,9.0000,9.8618
12.6000,9.0000,10.0195
12.5000,9.0000,10.0195
12.4000,9.0000,9.7042
12.3000,9.0000,9.8618
12.2000,9.0000,10.1772
12.1000,9.0000,10.0195
12.0000,9.0000,9.8618
11.9000,9.0000,9.8618
11.8000,9.0000,9.8618
11.7000,9.0000,9.8618
11.6000,9.0000,9.8618
11.5000,9.0000,9.8618
11.4000,9.0000,10.0195
11.3000,9.0000,10.0195
11.2000,9.0000,10.0195
11.1000,9.0000,9.8618
11.0000,9.0000,10.0195
10.9000,9.0000,10.0195
10.8000,9.0000,9.8618
10.7000,9.0000,10.0195
10.6000,9.0000,10.0195
10.5000,9.0000,10.0195
10.4000,9.0000,10.0195
10.3000,9.0000,10.0195
10.2000,9.0000,10.0195
10.1000,9.0000,9.8618
10.0000,9.0000,9.8618
9.9000,9.0000,10.0195
9.8000,9.0000,9.8618
9.7000,9.0000,10.0195
9.6000,9.0000,10.0195
9.5000,9.0000,9.8618
9.4000,9.0000,10.1772
9.3000,9.0000,10.0195
9.2000,9.0000,10.0195
9.1000,9.0000,10.1772
9.0000,9.0000,10.1772
8.9000,9.0000,10.0195
8.8000,9.0000,10.0195
8.7000,9.0000,10.0195
8.6000,9.0000,10.0195
8.5000,9.0000,10.0195
8.4000,9.0000,10.0195
8.3000,9.0000,10.0195
8.2000,9.0000,10.0195
8.1000,9.0000,9.8618
8.0000,9.0000,10.0195
7.9000,9.0000,9.7042
7.8000,9.0000,10.0195
7.7000,9.0000,10.1772
7.6000,9.0000,10.0195
7.5000,9.0000,10.1772
7.4000,9.0000,9.8618
7.3000,9.0000,10.0195
7.2000,9.0000,9.8618
7.1000,9.0000,10.0195
7.0000,9.0000,10.0195
6.9000,9.0000,9.8618
6.8000,9.0000,10.0195
6.7000,9.0000,9.8618
6.6000,9.0000,9.8618
6.5000,9.0000,9.7042
6.4000,9.0000,9.2312
6.3000,9.0000,8.7581
6.2000,9.0000,8.1274
6.1000,9.0000,7.4967
6.0000,9.0000,NaN
5.9000,9.0000,NaN
5.8000,9.0000,NaN
5.7000,9.0000,NaN
5.6000,9.0000,NaN
5.5000,9.0000,NaN
5.4000,9.0000,NaN
5.3000,9.0000,NaN
5.2000,9.0000,1.1898
5.1000,9.0000,0.4014
5.0000,9.0000,0.0000
4.9000,9.0000,0.0000
4.8000,9.0000,0.0000
4.7000,9.0000,0.0000
4.6000,9.0000,0.0000
4.5000,9.0000,0.0000
4.4000,9.0000,0.0000
4.3000,9.0000,0.0000
4.2000,9.0000,0.0000
4.1000,9.0000,0.0000
4.0000,9.0000,0.0000
3.9000,9.0000,0.0000
3.8000,9.0000,0.0000
3.7000,9.0000,0.0000
3.6000,9.0000,0.0000
3.5000,9.0000,0.0000
3.4000,9.0000,0.0000
3.3000,9.0000,0.0000
3.2000,9.0000,0.0000
3.1000,9.0000,0.0000
3.0000,9.0000,0.0000
2.9000,9.0000,0.0000
2.8000,9.0000,0.0000
2.7000,9.0000,0.0000
2.6000,9.0000,0.0000
2.5000,9.0000,0.0000
2.4000,9.0000,0.0000
2.3000,9.0000,0.0000
2.2000,9.0000,0.0000
2.1000,9.0000,0.0000
2.0000,9.0000,0.0000
1.9000,9.0000,0.0000
1.8000,9.0000,0.0000
1.7000,9.0000,0.0000
1.6000,9.0000,0.0000
1.5000,9.0000,0.0000
1.4000,9.0000,0.0861
1.3000,9.0000,0.0000
1.2000,9.0000,0.0000
1.1000,9.0000,0.0000
1.0000,9.0000,0.0000
0.9000,9.0000,0.0000
0.8000,9.0000,0.0000
0.7000,9.0000,0.0000
0.6000,9.0000,0.0000
0.5000,9.0000,0.0000
0.4000,9.0000,0.0000
0.3000,9.0000,0.0000
0.2000,9.0000,0.0861
0.1000,9.0000,0.0000
0.0000,9.0000,0.0000
0.1000,10.0000,0.0861
0.2000,10.0000,0.0861
0.3000,10.0000,0.0861
0.4000,10.0000,0.0000
0.5000,10.0000,0.0000
0.6000,10.0000,0.0000
0.7000,10.0000,0.0000
0.8000,10.0000,0.0000
0.9000,10.0000,0.0861
1.0000,10.0000,0.0000
1.1000,10.0000,0.0000
1.2000,10.0000,0.0861
1.3000,10.0000,0.0000
1.4000,10.0000,0.0000
1.5000,10.0000,0.0000
1.6000,10.0000,0.0000
1.7000,10.0000,0.0000
1.8000,10.0000,0.0000
1.9000,10.0000,0.0000
2.0000,10.0000,0.0000
2.1000,10.0000,0.0000
2.2000,10.0000,0.0000
2.3000,10.0000,0.0000
2.4000,10.0000,0.0000
2.5000,10.0000,0.0000
2.6000,10.0000,0.0000
2.7000,10.0000,0.0000
2.8000,10.0000,0.0000
2.9000,10.0000,0.0000
3.0000,10.0000,0.0861
3.1000,10.0000,0.0000
3.2000,10.0000,0.0000
3.3000,10.0000,0.0000
3.4000,10.0000,0.0000
3.5000,10.0000,0.0000
3.6000,10.0000,0.0000
3.7000,10.0000,0.0000
3.8000,10.0000,0.0000
3.9000,10.0000,0.0000
4.0000,10.0000,0.0000
4.1000,10.0000,0.0000
4.2000,10.0000,0.0000
4.3000,10.0000,0.0000
4.4000,10.0000,0.0000
4.5000,10.0000,0.0000
4.6000,10.0000,0.0000
4.7000,10.0000,0.0000
4.8000,10.0000,0.0000
4.9000,10.0000,0.0000
5.0000,10.0000,0.0000
5.1000,10.0000,0.2438
5.2000,10.0000,0.8745
5.3000,10.0000,1.8205
5.4000,10.0000,NaN
5.5000,10.0000,NaN
5.6000,10.0000,NaN
5.7000,10.0000,NaN
5.8000,10.0000,NaN
5.9000,10.0000,NaN
6.0000,10.0000,NaN
6.1000,10.0000,NaN
6.2000,10.0000,8.1274
6.3000,10.0000,8.9158
6.4000,10.0000,9.0735
6.5000,10.0000,9.5465
6.6000,10.0000,9.8618
6.7000,10.0000,9.7042
6.8000,10.0000,10.0195
6.9000,10.0000,9.8618
7.0000,10.0000,9.8618
7.1000,10.0000,10.1772
7.2000,10.0000,10.1772
7.3000,10.0000,10.0195
7.4000,10.0000,10.0195
7.5000,10.0000,10.0195
7.6000,10.0000,9.8618
7.7000,10.0000,9.8618
7.8000,10.0000,10.0195
7.9000,10.0000,10.1772
8.0000,10.0000,9.8618
8.1000,10.0000,10.1772
8.2000,10.0000,10.0195
8.3000,10.0000,10.0195
8.4000,10.0000,10.0195
8.5000,10.0000,9.8618
8.6000,10.0000,10.0195
8.7000,10.0000,9.8618
8.8000,10.0000,9.8618
8.9000,10.0000,10.0195
9.0000,10.0000,10.0195
9.1000,10.0000,10.0195
9.2000,10.0000,10.1772
9.3000,10.0000,10.1772
9.4000,10.0000,10.0195
9.5000,10.0000,10.0195
9.6000,10.0000,10.0195
9.7000,10.0000,10.0195
9.8000,10.0000,10.1772
9.9000,10.0000,10.0195
10.0000,10.0000,9.8618
10.1000,10.0000,10.0195
10.2000,10.0000,10.0195
10.3000,10.0000,10.0195
10.4000,10.0000,10.1772
10.5000,10.0000,10.0195
10.6000,10.0000,9.5465
10.7000,10.0000,10.0195
10.8000,10.0000,9.8618
10.9000,10.0000,10.1772
11.0000,10.0000,9.8618
11.1000,10.0000,9.8618
11.2000,10.0000,9.8618
11.3000,10.0000,9.8618
11.4000,10.0000,9.8618
11.5000,10.0000,10.0195
11.6000,10.0000,10.1772
11.7000,10.0000,10.0195
11.8000,10.0000,10.0195
11.9000,10.0000,10.1772
12.0000,10.0000,10.0195
12.1000,10.0000,10.1772
12.2000,10.0000,10.1772
12.3000,10.0000,10.0195
12.4000,10.0000,9.8618
12.5000,10.0000,10.0195
12.6000,10.0000,9.8618
12.7000,10.0000,9.8618
12.8000,10.0000,10.0195
12.9000,10.0000,9.8618
13.0000,10.0000,10.0195
13.1000,10.0000,10.0195
13.2000,10.0000,9.8618
13.3000,10.0000,10.1772
13.4000,10.0000,10.0195
13.5000,10.0000,10.0195
13.6000,10.0000,10.0195
13.7000,10.0000,10.0195
13.8000,10.0000,10.0195
13.9000,10.0000,10.0195
14.0000,10.0000,10.0195
14.1000,10.0000,10.0195
14.2000,10.0000,10.1772
14.3000,10.0000,9.8618
14.4000,10.0000,9.8618
14.5000,10.0000,10.0195
14.6000,10.0000,10.0195
14.7000,10.0000,9.8618
14.8000,10.0000,9.8618
14.9000,10.0000,9.8618
15.0000,10.0000,9.8618
15.1000,10.0000,10.0195
15.2000,10.0000,10.1772
15.3000,10.0000,10.0195
15.4000,10.0000,10.0195
15.5000,10.0000,9.8618
15.6000,10.0000,10.1772
15.7000,10.0000,9.7042
15.8000,10.0000,10.0195
15.9000,10.0000,10.0195
16.0000,10.0000,10.0195
16.1000,10.0000,10.1772
16.2000,10.0000,10.3349
16.3000,10.0000,10.4925
16.4000,10.0000,10.4925
16.5000,10.0000,1.8205
16.6000,10.0000,0.0000
16.7000,10.0000,0.0000
16.8000,10.0000,0.0000
16.9000,10.0000,0.0000
17.0000,10.0000,0.0000
17.1000,10.0000,0.0000
17.2000,10.0000,0.0000
17.3000,10.0000,0.0000
17.4000,10.0000,0.0000
17.5000,10.0000,0.0000
17.6000,10.0000,0.0000
17.7000,10.0000,0.0000
17.8000,10.0000,0.0000
17.9000,10.0000,0.0000
18.0000,10.0000,0.0000
18.1000,10.0000,0.0000
18.2000,10.0000,0.0000
18.3000,10.0000,0.0000
18.4000,10.0000,0.0000
18.5000,10.0000,0.0000
18.6000,10.0000,0.0000
18.7000,10.0000,0.0000
18.8000,10.0000,0.0000
18.9000,10.0000,0.0000
19.0000,10.0000,0.0000
19.1000,10.0000,0.0000
19.2000,10.0000,0.0000
19.3000,10.0000,0.0000
19.4000,10.0000,0.0000
19.5000,10.0000,0.0000
19.6000,10.0000,0.0000
19.7000,10.0000,0.0000
19.8000,10.0000,0.0000
19.9000,10.0000,0.0000
20.0000,10.0000,0.0000
20.1000,10.0000,0.0000
20.2000,10.0000,0.0000
20.3000,10.0000,0.0000
20.4000,10.0000,0.0000
20.5000,10.0000,0.0000
20.6000,10.0000,0.0000
20.7000,10.0000,0.0000
20.8000,10.0000,0.0000
20.9000,10.0000,0.0000
21.0000,10.0000,0.0000
21.1000,10.0000,0.0000
21.2000,10.0000,0.0000
21.3000,10.0000,0.0000
21.4000,10.0000,0.0000
21.5000,10.0000,0.0000
21.6000,10.0000,0.0000
21.7000,10.0000,0.0000
21.8000,10.0000,0.0000
21.9000,10.0000,0.0000
22.0000,10.0000,0.0000
22.1000,10.0000,0.0000
22.2000,10.0000,0.0000
22.3000,10.0000,0.0000
22.4000,10.0000,0.0000
22.5000,10.0000,0.0000
22.6000,10.0000,0.0000
22.7000,10.0000,0.0000
22.8000,10.0000,0.0000
22.9000,10.0000,0.0000
23.0000,10.0000,0.0000
23.1000,10.0000,0.0000
23.2000,10.0000,0.0000
23.3000,10.0000,0.0000
23.4000,10.0000,0.0000
23.5000,10.0000,0.0000
23.6000,10.0000,0.0000
23.7000,10.0000,0.0000
23.8000,10.0000,0.0000
23.9000,10.0000,0.0000
24.0000,10.0000,0.0000
24.1000,10.0000,0.0000
24.2000,10.0000,0.0000
24.3000,10.0000,0.0000
24.4000,10.0000,0.0000
24.5000,10.0000,0.0000
24.6000,10.0000,0.0000
24.7000,10.0000,0.0000
24.8000,10.0000,0.0000
24.9000,10.0000,0.0000
25.0000,10.0000,0.0000
25.1000,10.0000,0.0000
25.2000,10.0000,0.0000
25.3000,10.0000,0.0000
25.4000,10.0000,0.0000
25.5000,10.0000,0.0000
25.6000,10.0000,0.0000
25.7000,10.0000,0.0000
25.8000,10.0000,0.0000
25.9000,10.0000,0.0000
26.0000,10.0000,0.0000
26.1000,10.0000,0.0000
26.2000,10.0000,0.0000
26.3000,10.0000,0.0000
26.4000,10.0000,0.0000
26.5000,10.0000,0.0000
26.6000,10.0000,0.0000
26.7000,10.0000,0.0000
26.8000,10.0000,0.0000
26.9000,10.0000,0.0000
27.0000,10.0000,0.0000
27.1000,10.0000,0.0000
27.2000,10.0000,0.0000
27.3000,10.0000,0.0000
27.4000,10.0000,0.0000
27.5000,10.0000,0.0000
27.6000,10.0000,0.0000
27.7000,10.0000,0.0000
27.8000,10.0000,0.0000
27.9000,10.0000,0.0000
28.0000,10.0000,0.0000
28.1000,10.0000,0.0000
28.2000,10.0000,0.0000
28.3000,10.0000,0.0000
28.4000,10.0000,0.0000
28.5000,10.0000,0.0000
28.6000,10.0000,0.0000
28.7000,10.0000,0.0000
28.8000,10.0000,0.0000
28.9000,10.0000,0.0000
29.0000,10.0000,0.0000
29.1000,10.0000,0.0000
29.2000,10.0000,0.0000
